院校名称,院校所在地,院校隶属,院校类型,学历层次,经度,纬度
湖北民族大学,湖北,湖北省教育厅,民族,本科,114.393160,30.486680
汉江师范学院,湖北,湖北省教育厅,师范,本科,112.128693,32.033310
湖北文理学院,湖北,湖北省教育厅,综合,本科/高职(专科), , 
中南财经政法大学,湖北,教育部,财经,本科,112.982224,28.199482
武汉体育学院,湖北,湖北省教育厅,体育,本科,114.379550,30.523206
湖北美术学院,湖北,湖北省教育厅,艺术,本科,114.316684,30.549568
中南民族大学,湖北,国家民族事务委员会,民族,本科,114.392097,30.487009
湖北汽车工业学院,湖北,湖北省教育厅,工科,本科/高职(专科),114.246780,30.636959
湖北工程学院,湖北,湖北省教育厅,综合,本科,114.389849,30.503821
武汉职业技术学院,湖北,湖北省教育厅,工科,高职(专科),114.365837,30.524707
湖北理工学院,湖北,湖北省教育厅,工科,本科/高职(专科), , 
湖北科技学院,湖北,湖北省教育厅,综合,本科/高职(专科),114.404633,30.472013
湖北医药学院,湖北,湖北省教育厅,医药,本科/高职(专科),114.329117,30.488642
黄冈职业技术学院,湖北,湖北省教育厅,工科,高职(专科),114.997912,30.433327
长江职业学院,湖北,湖北省教育厅,工科,高职(专科),114.444130,30.464884
江汉大学,湖北,湖北省教育厅,综合,本科/高职(专科),114.159289,30.512140
荆州理工职业学院,湖北,湖北省教育厅,工科,高职(专科),112.252783,30.329576
三峡大学,湖北,湖北省教育厅,综合,本科/高职(专科),111.311539,30.714216
湖北警官学院,湖北,湖北省教育厅,政法,本科,114.203971,30.591863
湖北工业职业技术学院,湖北,湖北省教育厅,工科,高职(专科),114.424126,30.587449
鄂州职业大学,湖北,湖北省教育厅,工科,高职(专科),114.898055,30.371664
荆楚理工学院,湖北,湖北省教育厅,工科,本科/高职(专科),112.197723,31.043692
武汉音乐学院,湖北,湖北省教育厅,艺术,本科,114.295122,30.537619
湖北经济学院,湖北,湖北省教育厅,财经,本科/高职(专科),114.440744,30.423607
武汉商学院,湖北,湖北省教育厅,财经,高职(专科),114.087598,30.457353
武汉城市职业学院,湖北,湖北省教育厅,综合,高职(专科),114.321123,30.477654
武汉东湖学院,湖北,湖北省教育厅,工科,本科,114.317138,30.422026
汉口学院,湖北,湖北省教育厅,工科,本科,114.316345,30.416346
湖北中医药高等专科学校,湖北,湖北省教育厅,医药,高职(专科), , 
湖北职业技术学院,湖北,湖北省教育厅,工科,高职(专科),114.405205,30.470647
武汉船舶职业技术学院,湖北,湖北省教育厅,工科,高职(专科),114.235001,30.567780
武昌首义学院,湖北,湖北省教育厅,工科,本科/高职(专科),114.308223,30.487854
武昌理工学院,湖北,湖北省教育厅,工科,本科,114.366128,30.416336
恩施职业技术学院,湖北,湖北省教育厅,工科,高职(专科),109.495378,30.293941
襄阳职业技术学院,湖北,湖北省教育厅,工科,高职(专科),112.083477,32.005811
武汉生物工程学院,湖北,湖北省教育厅,工科,本科/高职(专科),114.525930,30.712450
武汉工贸职业学院,湖北,湖北省教育厅,工科,高职(专科),114.415747,30.529515
荆州职业技术学院,湖北,湖北省教育厅,工科,高职(专科),112.201529,30.331962
武汉工程职业技术学院,湖北,湖北省教育厅,工科,高职(专科),114.546900,30.712884
仙桃职业学院,湖北,湖北省教育厅,工科,高职(专科),113.425564,30.339216
湖北轻工职业技术学院,湖北,湖北省教育厅,工科,高职(专科),114.365908,30.524698
湖北交通职业技术学院,湖北,湖北省教育厅,工科,高职(专科),114.373091,30.508981
武汉航海职业技术学院,湖北,湖北省教育厅,工科,高职(专科),114.326930,30.576581
武汉铁路职业技术学院,湖北,湖北省教育厅,工科,高职(专科),114.409672,30.431409
武汉软件工程职业学院,湖北,湖北省教育厅,工科,高职(专科),114.427828,30.445266
湖北三峡职业技术学院,湖北,湖北省教育厅,工科,高职(专科), , 
随州职业技术学院,湖北,湖北省教育厅,工科,高职(专科),113.366333,31.669099
武汉电力职业技术学院,湖北,湖北省教育厅,工科,高职(专科),114.365908,30.524698
湖北水利水电职业技术学院,湖北,湖北省教育厅,工科,高职(专科),114.404341,30.371231
湖北城市建设职业技术学院,湖北,湖北省教育厅,工科,高职(专科),114.436848,30.402455
武汉警官职业学院,湖北,湖北省教育厅,政法,高职(专科),114.126305,30.624630
湖北生物科技职业学院,湖北,湖北省教育厅,工科,高职(专科),114.344331,30.461207
湖北开放职业学院,湖北,湖北省教育厅,工科,高职(专科),114.378306,30.499854
武汉科技职业学院,湖北,湖北省教育厅,工科,高职(专科),114.362047,30.601673
武汉外语外事职业学院,湖北,湖北省教育厅,工科,高职(专科),114.427543,30.586518
武汉信息传播职业技术学院,湖北,湖北省教育厅,工科,高职(专科),114.375131,30.403643
武昌职业学院,湖北,湖北省教育厅,工科,高职(专科),114.399317,30.372199
武汉商贸职业学院,湖北,湖北省教育厅,财经,高职(专科),114.461684,30.436402
武汉晴川学院,湖北,湖北省教育厅,综合,本科/高职(专科),114.539056,30.390919
湖北大学知行学院,湖北,湖北省教育厅,工科,本科/高职(专科),114.372924,30.689141
武汉科技大学城市学院,湖北,湖北省教育厅,工科,本科/高职(专科),114.426481,30.589059
三峡大学科技学院,湖北,湖北省教育厅,工科,本科/高职(专科),111.320236,30.723192
江汉大学文理学院,湖北,湖北省教育厅,财经,本科/高职(专科),114.156385,30.520785
湖北工业大学工程技术学院,湖北,湖北省教育厅,工科,本科/高职(专科),114.306304,30.479230
武汉工程大学邮电与信息工程学院,湖北,湖北省教育厅,工科,本科/高职(专科),114.391983,30.517332
武汉纺织大学外经贸学院,湖北,湖北省教育厅,财经,本科/高职(专科),114.372966,30.579136
武昌工学院,湖北,湖北省教育厅,工科,本科/高职(专科),114.283685,30.487092
武汉工商学院,湖北,湖北省教育厅,财经,本科,114.273448,30.458997
长江大学工程技术学院,湖北,湖北省教育厅,工科,本科/高职(专科),112.192635,30.335878
长江大学文理学院,湖北,湖北省教育厅,工科,本科/高职(专科),112.186638,30.349974
湖北商贸学院,湖北,湖北省教育厅,财经,本科/高职(专科),114.374984,30.496726
湖北汽车工业学院科技学院,湖北,湖北省教育厅,工科,本科/高职(专科),114.246780,30.636959
湖北医药学院药护学院,湖北,湖北省教育厅,医药,本科/高职(专科),114.329117,30.488642
湖北民族学院科技学院,湖北,湖北省教育厅,工科,本科/高职(专科), , 
湖北经济学院法商学院,湖北,湖北省教育厅,财经,本科/高职(专科),114.428067,30.417152
武汉体育学院体育科技学院,湖北,湖北省教育厅,体育,本科/高职(专科),114.433161,30.393472
湖北师范大学文理学院,湖北,湖北省教育厅,师范,本科/高职(专科),114.159940,30.520029
湖北文理学院理工学院,湖北,湖北省教育厅,工科,本科, , 
湖北工程学院新技术学院,湖北,湖北省教育厅,工科,本科/高职(专科),114.446520,30.440840
文华学院,湖北,湖北省教育厅,工科,本科/高职(专科),114.438828,30.505259
湖北艺术职业学院,湖北,湖北省教育厅,艺术,高职(专科),114.347201,30.527675
武汉交通职业学院,湖北,湖北省教育厅,工科,高职(专科),114.263556,30.427142
咸宁职业技术学院,湖北,湖北省教育厅,工科,高职(专科),114.314471,29.825598
长江工程职业技术学院,湖北,湖北省教育厅,工科,高职(专科),114.324135,30.357901
武汉学院,湖北,湖北省教育厅,财经,本科/高职(专科),114.296113,30.441656
武汉工程科技学院,湖北,湖北省教育厅,工科,本科/高职(专科),114.338798,30.347878
武汉华夏理工学院,湖北,湖北省教育厅,工科,本科/高职(专科),114.412000,30.466509
武汉传媒学院,湖北,湖北省教育厅,艺术,本科/高职(专科),114.419650,30.438825
江汉艺术职业学院,湖北,湖北省教育厅,艺术,高职(专科), , 
武汉工业职业技术学院,湖北,湖北省教育厅,工科,高职(专科),114.314107,30.440242
武汉民政职业学院,湖北,湖北省教育厅,政法,高职(专科),114.378837,30.508661
鄂东职业技术学院,湖北,湖北省教育厅,工科,高职(专科),114.926559,30.452457
湖北财税职业学院,湖北,湖北省教育厅,财经,高职(专科),114.298646,30.515290
黄冈科技职业学院,湖北,湖北省教育厅,工科,高职(专科),114.893115,30.451220
湖北国土资源职业学院,湖北,湖北省教育厅,工科,高职(专科),114.104837,30.360773
湖北生态工程职业技术学院,湖北,湖北省教育厅,林业,高职(专科),114.337338,30.345124
武汉设计工程学院,湖北,湖北省教育厅,农业,本科/高职(专科),114.409493,30.402723
三峡电力职业学院,湖北,湖北省教育厅,工科,高职(专科),111.307182,30.706228
湖北第二师范学院,湖北,湖北省教育厅,师范,本科/高职(专科),114.449152,30.480612
湖北科技职业学院,湖北,湖北省教育厅,工科,高职(专科),114.404238,30.471946
湖北青年职业学院,湖北,湖北省教育厅,工科,高职(专科),114.370213,30.507402
湖北工程职业学院,湖北,湖北省教育厅,工科,高职(专科),114.549661,30.716247
三峡旅游职业技术学院,湖北,湖北省教育厅,综合,高职(专科),111.430527,30.665199
天门职业学院,湖北,湖北省教育厅,工科,高职(专科),113.180088,30.668712
湖北体育职业学院,湖北,湖北省教育厅,体育,高职(专科),114.450463,30.489527
襄阳汽车职业技术学院,湖北,湖北省教育厅,工科,高职(专科),112.094050,31.952440
湖北幼儿师范高等专科学校,湖北,湖北省教育厅,师范,高职(专科),114.331121,30.537137
湖北铁道运输职业学院,湖北,湖北省教育厅,工科,高职(专科),114.348500,30.456536
长江艺术工程职业学院,湖北,湖北省教育厅,综合,高职(专科),104.533577,28.692989
荆门职业学院,湖北,湖北省教育厅,综合,高职(专科),112.089609,30.969517
武汉铁路桥梁职业学院,湖北,湖北省教育厅,综合,高职(专科),114.044129,30.324694
武汉光谷职业学院,湖北,湖北省教育厅,综合,高职(专科),114.378306,30.499854
荆州教育学院,湖北,湖北省教育厅,师范,高职(专科),112.294326,30.294996
海军工程大学,湖北,中央军委训练管理部,综合,本科,110.104691,19.443855
空军预警学院,湖北,中央军委训练管理部,综合,本科,110.346046,29.435053
湘潭大学,湖南,湖南省教育厅,综合,本科/高职(专科),112.863096,27.882942
吉首大学,湖南,湖南省教育厅,综合,本科/高职(专科),109.724860,28.288438
湖南大学,湖南,教育部,综合,本科,112.943119,28.177444
中南大学,湖南,教育部,综合,本科,112.926247,28.174528
湖南科技大学,湖南,湖南省教育厅,综合,本科,113.024775,28.121150
长沙理工大学,湖南,湖南省教育厅,工科,本科/高职(专科),112.977322,28.155963
湖南农业大学,湖南,湖南省教育厅,农业,本科/高职(专科),113.083205,28.180955
中南林业科技大学,湖南,湖南省教育厅,林业,本科/高职(专科),116.347000,40.007599
湖南中医药大学,湖南,湖南省教育厅,医药,本科/高职(专科),112.897097,28.132006
湖南师范大学,湖南,湖南省教育厅,师范,本科,112.955225,28.188740
湖南理工学院,湖南,湖南省教育厅,工科,本科, , 
湘南学院,湖南,湖南省教育厅,工科,本科/高职(专科),113.100426,25.785984
衡阳师范学院,湖南,湖南省教育厅,师范,本科,112.680838,26.875759
邵阳学院,湖南,湖南省教育厅,工科,本科,111.438222,27.195628
怀化学院,湖南,湖南省教育厅,综合,本科,110.019881,27.573628
湖南文理学院,湖南,湖南省教育厅,综合,本科/高职(专科),113.176739,28.249168
湖南科技学院,湖南,湖南省教育厅,综合,本科,112.919336,28.219268
湖南人文科技学院,湖南,湖南省教育厅,师范,本科/高职(专科), , 
